http://data.southampton.ac.uk/map-icons/lattes.png,Restaurants-and-Hotels,Restaurants-and-Hotels/cafe.png
http://google-maps-icons.googlecode.com/files/airport.png,Transportation,Transportation/airport.png
http://google-maps-icons.googlecode.com/files/atm.png,Offices,Offices/atm.png
http://google-maps-icons.googlecode.com/files/bankpound.png,Offices,Offices/bank_pound.png
http://google-maps-icons.googlecode.com/files/bar.png,Restaurants-and-Hotels,Restaurants-and-Hotels/bar.png
http://google-maps-icons.googlecode.com/files/bicycleparking.png,Transportation,Transportation/parking_bicycle.png
http://google-maps-icons.googlecode.com/files/bookstore.png,Stores,Stores/library.png
http://google-maps-icons.googlecode.com/files/bus.png,Transportation,Transportation/bus.png
http://google-maps-icons.googlecode.com/files/church.png,Tourism,Tourism/church-2.png
http://google-maps-icons.googlecode.com/files/cinema.png,Culture-and-Entertainment,Culture-and-Entertainment/cinema.png
http://google-maps-icons.googlecode.com/files/cityhall-tourism.png,Tourism,Tourism/cityhall-tourism.png
http://google-maps-icons.googlecode.com/files/cityhall-admin.png,Offices,Offices/congress.png
http://google-maps-icons.googlecode.com/files/club.png,Culture-and-Entertainment,Culture-and-Entertainment/dancinghall.png
http://opendatamap.ecs.soton.ac.uk/img/icon/club.png,Culture-and-Entertainment,Culture-and-Entertainment/dancinghall.png
http://google-maps-icons.googlecode.com/files/coffee.png,Restaurants-and-Hotels,Restaurants-and-Hotels/coffee.png
http://google-maps-icons.googlecode.com/files/computer.png,Education,Education/computer.png
http://opendatamap.ecs.soton.ac.uk/img/icon/computer.png,Education,Education/computer.png
http://google-maps-icons.googlecode.com/files/convenience.png,Stores,Stores/conveniencestore.png
http://google-maps-icons.googlecode.com/files/daycare.png,Education,Education/daycare.png
http://google-maps-icons.googlecode.com/files/disability.png,Offices,Offices/disability.png
http://google-maps-icons.googlecode.com/files/doctor.png,Health,Health/medicine.png
http://google-maps-icons.googlecode.com/files/drugs.png,Health,Health/drugstore.png
http://google-maps-icons.googlecode.com/files/gateswalls.png,Tourism,Tourism/citywalls.png
http://google-maps-icons.googlecode.com/files/gazstation.png,Transportation,Transportation/fillingstation.png
http://google-maps-icons.googlecode.com/files/grocery.png,Stores,Stores/grocery.png
http://google-maps-icons.googlecode.com/files/hairsalon.png,Health,Health/barber.png
http://google-maps-icons.googlecode.com/files/hotel.png,Restaurants-and-Hotels,Restaurants-and-Hotels/lodging_0star.png
http://google-maps-icons.googlecode.com/files/hospital.png,Health,Health/hospital.png
http://google-maps-icons.googlecode.com/files/info.png,Offices,Offices/information.png
http://google-maps-icons.googlecode.com/files/library.png,Education,Education/library.png
http://opendatamap.ecs.soton.ac.uk/img/icon/library.png,Education,Education/library.png
http://opendatamap.ecs.soton.ac.uk/img/icon/library-uni.png,Education,Education/library-uni.png
http://google-maps-icons.googlecode.com/files/liquor.png,Stores,Stores/liquor.png
http://google-maps-icons.googlecode.com/files/mosque.png,Tourism,Tourism/mosquee.png
http://opendatamap.ecs.soton.ac.uk/img/icon/museum.png,Culture-and-Entertainment,Culture-and-Entertainment/museum.png
http://opendatamap.ecs.soton.ac.uk/img/icon/museum-historical.png,Culture-and-Entertainment,Culture-and-Entertainment/temple-2.png
http://google-maps-icons.googlecode.com/files/museum-art.png,Culture-and-Entertainment,Culture-and-Entertainment/museum_art.png
http://google-maps-icons.googlecode.com/files/museum-crafts.png,Culture-and-Entertainment,Culture-and-Entertainment/museum_crafts.png
http://google-maps-icons.googlecode.com/files/music-classical.png,Culture-and-Entertainment,Culture-and-Entertainment/music_classical.png
http://google-maps-icons.googlecode.com/files/parking.png,Transportation,Transportation/parking.png
http://opendatamap.ecs.soton.ac.uk/img/icon/parking.png,Transportation,Transportation/parking.png
http://opendatamap.ecs.soton.ac.uk/img/icon/park-urban.png,Tourism,Tourism/park-urban.png
http://google-maps-icons.googlecode.com/files/police2.png,Offices,Offices/police2.png
http://google-maps-icons.googlecode.com/files/pool.png,Health,Health/swimming.png
http://google-maps-icons.googlecode.com/files/port.png,Transportation,Transportation/ferry.png
http://google-maps-icons.googlecode.com/files/postal.png,Offices,Offices/postal.png
http://opendatamap.ecs.soton.ac.uk/img/prayer.png,Tourism,Tourism/prayer.png
http://google-maps-icons.googlecode.com/files/recycle.png,Offices,Offices/recycle.png
http://google-maps-icons.googlecode.com/files/restaurant.png,Restaurants-and-Hotels,Restaurants-and-Hotels/restaurant.png
http://opendatamap.ecs.soton.ac.uk/img/icon/school.png,Education,Education/school.png
http://opendatamap.ecs.soton.ac.uk/img/sikh.png,Tourism,Tourism/sikh.png
http://google-maps-icons.googlecode.com/files/squash.png,Health,Health/squash-2.png
http://google-maps-icons.googlecode.com/files/stadium.png,Health,Health/stadium.png
http://google-maps-icons.googlecode.com/files/synagogue.png,Tourism,Tourism/synagogue-2.png
http://google-maps-icons.googlecode.com/files/telephone.png,Offices,Offices/telephone.png
http://google-maps-icons.googlecode.com/files/templehindu.png,Tourism,Tourism/templehindu.png
http://google-maps-icons.googlecode.com/files/text.png,Offices,Offices/text.png
http://google-maps-icons.googlecode.com/files/theater.png,Culture-and-Entertainment,Culture-and-Entertainment/theater.png
http://google-maps-icons.googlecode.com/files/train.png,Transportation,Transportation/train.png
http://google-maps-icons.googlecode.com/files/trash.png,Offices,Offices/trash.png
http://opendatamap.ecs.soton.ac.uk/img/icon/university.png,Education,Education/university.png
http://google-maps-icons.googlecode.com/files/wifi.png,Offices,Offices/wifi.png
http://google-maps-icons.googlecode.com/files/workoffice.png,Offices,Offices/workoffice.png

